CustomerID,SubscriptionType,MonthlyCharges,ContractEndDate,ServiceUsage,Gender,Age,TotalTransactions,Churn
C02273,Basic,64.58832408805765,2025-09-15,11.0,Male,31.0,13.0,1.0
C02274,Standard,57.661403843869756,2025-10-11,15.0,Male,54.0,11.0,0.0
C02275,Premium,38.38121551278068,2025-05-19,16.0,Female,45.0,,0.0
C02276,Standard,46.14527319989546,2025-02-15,16.0,Female,44.0,7.0,0.0
C02277,Standard,236.3741470071035,2025-05-06,10.0,Female,37.0,17.0,1.0
C02278,Standard,62.29322873557452,2025-01-21,10.0,Male,32.0,40.0,1.0
C02279,Standard,91.43154618201591,2025-06-19,17.0,Male,59.0,44.0,0.0
C02280,Basic,78.20692981189087,2025-02-01,10.0,Male,42.0,18.0,0.0
C02281,Basic,28.33985911787969,2025-05-30,15.0,Male,61.0,18.0,0.0
C02282,Basic,54.686725021859324,2025-07-25,13.0,Male,,9.0,1.0
C02283,Basic,215.86253640449752,2025-11-29,9.0,Male,68.0,29.0,1.0
C02284,Basic,64.04379444126143,2025-01-21,13.0,Male,63.0,37.0,1.0
C02285,Basic,38.874149796477894,2025-10-17,14.0,Female,31.0,3.0,0.0
C02286,Basic,,2025-05-18,13.0,Female,56.0,12.0,1.0
C02287,Premium,,2025-03-06,,Male,,16.0,1.0
C02288,Basic,32.41909583353348,2025-03-06,16.0,Male,59.0,59.0,0.0
C02289,Basic,54.89712822412209,2025-03-29,8.0,Female,,,1.0
C02290,Basic,116.59941157926934,2025-11-19,8.0,Male,64.0,,1.0
C02291,Standard,35.78558165253955,2025-02-12,8.0,Male,64.0,,1.0
C02292,Basic,44.95633382261658,2025-05-21,10.0,Male,67.0,27.0,1.0
C02293,Basic,76.93342785896145,2025-01-04,13.0,Male,45.0,10.0,1.0
C02294,Standard,49.644030094488755,2025-10-06,15.0,Male,48.0,30.0,0.0
C02295,Basic,43.73643307703651,2025-11-22,14.0,Male,26.0,26.0,0.0
C02296,Basic,62.694653080706004,2025-02-10,10.0,Female,65.0,7.0,1.0
C02297,Basic,55.75851875905041,2025-03-31,9.0,Female,19.0,15.0,0.0
C02298,Basic,75.504972852568,2025-09-13,11.0,Male,70.0,22.0,1.0
C02299,Basic,83.814880309839,2025-11-04,18.0,Female,64.0,22.0,1.0
C02300,Basic,,2025-05-25,12.0,Male,62.0,19.0,0.0
C02301,Premium,56.18872396517599,2025-11-03,,Female,18.0,3.0,1.0
C02302,Standard,54.47094271756173,2025-11-07,,Female,19.0,4.0,1.0
C02303,Standard,60.805194920158506,2025-07-03,7.0,Female,65.0,12.0,1.0
C02304,Basic,51.115678012654435,2025-04-29,9.0,Female,72.0,20.0,0.0
C02305,Premium,49.987831834437,2025-04-23,6.0,Male,45.0,28.0,0.0
C02306,Basic,80.69477714260681,2025-10-18,7.0,Female,53.0,11.0,1.0
C02307,Basic,91.6951490431332,2025-09-06,11.0,Male,40.0,32.0,1.0
C02308,Standard,27.35780403281793,2025-11-20,10.0,Female,37.0,36.0,1.0
C02309,Basic,,2025-04-02,11.0,Female,50.0,22.0,0.0
C02310,Basic,37.960465328236076,2025-02-28,,Male,,11.0,1.0
C02311,Standard,44.151831900256624,2025-09-26,1.0,Female,55.0,13.0,0.0
C02312,Premium,58.73462926857679,2025-11-14,15.0,Male,42.0,23.0,0.0
C02313,Basic,65.35267378295705,2025-04-04,9.0,Male,65.0,21.0,1.0
C02314,Standard,47.807017004635405,2025-09-11,9.0,Male,33.0,15.0,1.0
C02315,Premium,23.258877137775876,2025-06-24,9.0,Female,55.0,5.0,1.0
C02316,Basic,33.98790660302055,2025-01-03,12.0,Male,64.0,14.0,1.0
C02317,Basic,,2025-01-21,13.0,Female,56.0,19.0,1.0
C02318,Basic,16.707411721329937,2025-04-14,12.0,Female,24.0,28.0,0.0
C02319,Basic,80.3983670858308,2025-11-17,17.0,Female,61.0,7.0,1.0
C02320,Basic,61.590953542961344,2025-09-26,,Male,50.0,25.0,0.0
C02321,Premium,84.64731913132702,2025-11-29,6.0,Male,51.0,14.0,1.0
C02322,Standard,46.18224101966213,2025-07-28,7.0,Male,34.0,24.0,0.0
C02323,Standard,225.65024662449957,2025-12-31,15.0,Male,66.0,2.0,1.0
C02324,Basic,59.39250631105955,2025-04-06,9.0,Male,57.0,33.0,0.0
C02325,Premium,83.25300755905437,2025-04-03,13.0,Female,21.0,10.0,1.0
C02326,Premium,72.37867614556632,2025-02-14,12.0,Female,30.0,14.0,1.0
C02327,Premium,38.35735946588433,2025-03-03,9.0,Female,43.0,12.0,1.0
C02328,Basic,51.765682805307044,2025-01-30,10.0,Male,,,1.0
C02329,Standard,40.402372072777524,2025-09-27,4.0,Female,49.0,8.0,1.0
C02330,Basic,,2025-01-10,,Female,,57.0,0.0
C02331,Basic,73.27199192538207,2025-01-06,,Female,29.0,2.0,1.0
C02332,Basic,30.969723963668113,2025-01-19,13.0,Male,73.0,12.0,0.0
C02333,Standard,34.97020569834895,2025-01-12,8.0,Male,31.0,23.0,0.0
C02334,Standard,32.15000968858283,2025-07-11,13.0,Male,38.0,14.0,1.0
C02335,Basic,27.547836322007782,2025-04-13,10.0,Male,50.0,,0.0
C02336,Basic,53.01573319125031,2025-09-07,6.0,,58.0,18.0,0.0
C02337,Basic,79.56897255355742,2025-09-01,15.0,Male,20.0,19.0,
C02338,Basic,46.43587380821703,2025-12-04,6.0,Male,24.0,44.0,1.0
C02339,Basic,27.377565077344904,2025-07-14,8.0,Female,32.0,10.0,1.0
C02340,Basic,,2025-09-22,11.0,Female,24.0,31.0,0.0
C02341,Standard,98.1310379092017,2025-05-14,16.0,Male,60.0,,0.0
C02342,Basic,38.61057009990765,2025-12-15,9.0,Female,65.0,9.0,0.0
C02343,Basic,41.289213798115064,2025-06-26,,Male,43.0,5.0,1.0
C02344,Basic,61.45389737165645,2025-12-21,13.0,Female,43.0,,1.0
C02345,Premium,95.6573470300914,2025-04-09,13.0,Female,29.0,43.0,1.0
C02346,Standard,40.61304608514732,2025-01-30,13.0,Male,69.0,66.0,0.0
C02347,Standard,29.342679460356308,2025-10-18,7.0,Female,,24.0,1.0
C02348,Basic,64.36631568718082,2025-03-04,12.0,Male,57.0,4.0,1.0
C02349,Standard,68.83072535327601,2025-01-28,7.0,Male,62.0,42.0,0.0
C02350,Basic,50.122779510456354,2025-05-26,8.0,Female,19.0,,1.0
C02351,Standard,39.9956101389528,2025-10-15,8.0,Male,57.0,12.0,1.0
C02352,Premium,74.42370434073167,2025-03-10,8.0,Female,32.0,12.0,1.0
C02353,Standard,61.758857545109734,2025-09-09,,Male,61.0,4.0,0.0
C02354,Premium,36.768768348938906,2025-06-11,,Female,48.0,11.0,1.0
C02355,Standard,50.991599218499935,2025-04-20,9.0,Female,54.0,8.0,1.0
C02356,Basic,29.117518187483864,2025-12-19,9.0,Female,51.0,17.0,0.0
C02357,Premium,65.78416711359145,2025-05-12,10.0,Male,29.0,20.0,1.0
C02358,Basic,45.02102386532514,2025-09-28,13.0,Male,23.0,18.0,0.0
C02359,Standard,42.00290037615749,2025-07-07,10.0,Male,57.0,23.0,0.0
C02360,Basic,49.346814337642634,2025-01-20,5.0,Male,49.0,42.0,1.0
C02361,Basic,50.812687897463114,2025-10-03,9.0,Male,53.0,20.0,0.0
C02362,Basic,71.52128016146216,2025-06-26,3.0,Male,,14.0,0.0
C02363,Basic,63.33633758742304,2025-04-09,,Male,33.0,32.0,1.0
C02364,Basic,46.96766066443063,2025-09-04,7.0,Female,42.0,27.0,0.0
C02365,Standard,67.8629523786451,2025-11-20,10.0,Male,47.0,19.0,1.0
C02366,Basic,58.69284960569157,2025-01-18,8.0,Female,57.0,10.0,0.0
C02367,Basic,42.15625832610056,2025-10-16,6.0,Female,46.0,5.0,0.0
,Standard,,2025-05-05,11.0,Female,65.0,9.0,0.0
C02369,Basic,47.121710984064535,2025-11-16,,Female,40.0,20.0,1.0
C02370,Standard,61.1987976263997,2025-06-02,17.0,Female,56.0,,1.0
C02371,Standard,43.17294213454775,2025-03-10,8.0,Male,73.0,26.0,1.0
C02372,Premium,42.77095842744477,2025-05-26,12.0,Male,61.0,12.0,1.0
C02373,Standard,109.89506206129475,2025-02-14,9.0,,24.0,19.0,0.0
C02374,Basic,72.81465195914461,2025-01-20,11.0,Female,66.0,12.0,1.0
C02375,Standard,36.88418025185485,2025-10-18,14.0,Female,,6.0,0.0
C02376,Basic,,2025-09-04,13.0,Male,31.0,14.0,0.0
C02377,Basic,52.42392293431382,2025-12-13,9.0,Male,54.0,8.0,1.0
C02378,Standard,58.47758249207193,2025-07-22,6.0,Female,19.0,7.0,0.0
C02379,Basic,52.823677899347956,2025-01-09,,Female,54.0,7.0,0.0
C02380,Standard,80.46964749905612,2025-06-29,6.0,Male,,4.0,1.0
C02381,Premium,57.41302209079735,2025-06-05,14.0,Male,55.0,23.0,1.0
C02382,Premium,48.77351919559106,2025-01-19,11.0,Male,63.0,,0.0
C02383,Premium,75.8607358425799,2025-04-13,8.0,Male,,45.0,1.0
C02384,Basic,54.89032052019499,2025-09-03,9.0,Female,23.0,14.0,1.0
C02385,Basic,52.48956758367912,2025-03-26,12.0,Male,62.0,,1.0
C02386,Standard,56.69193985650573,2025-11-15,8.0,Female,,6.0,1.0
C02387,Basic,48.162436720745106,2025-12-17,12.0,Female,67.0,16.0,0.0
C02388,Standard,50.1848808288617,2025-08-22,7.0,Male,53.0,30.0,1.0
C02389,Standard,39.54127922592658,2025-05-15,9.0,Female,22.0,51.0,1.0
C02390,Standard,37.02362111932739,2025-02-06,8.0,Male,43.0,16.0,
C02391,Basic,33.535173754791295,2025-12-11,11.0,Female,,22.0,0.0
C02392,Basic,28.65218457554965,2025-04-02,7.0,Female,64.0,28.0,1.0
C02393,Basic,35.16798180594937,2025-10-19,10.0,Male,40.0,5.0,0.0
C02394,Basic,46.633361249829406,2025-01-17,10.0,Male,19.0,12.0,1.0
C02395,Premium,52.105475458314785,2025-03-31,14.0,Female,57.0,20.0,0.0
C02396,Basic,44.8581092391625,2025-12-14,12.0,Female,67.0,26.0,1.0
C02397,Basic,19.486883717427112,2025-06-14,9.0,Female,,31.0,0.0
C02398,Basic,93.86499706735312,2025-09-10,11.0,Female,74.0,6.0,1.0
C02399,Standard,77.2166459254814,2025-11-01,13.0,Female,19.0,,1.0
C02400,Standard,59.759426610955224,2025-03-22,11.0,Male,19.0,20.0,0.0
C02401,Basic,,2025-07-03,,Male,35.0,6.0,1.0
C02402,Basic,33.82084601667166,2025-10-17,17.0,Male,56.0,8.0,0.0
C02403,Basic,106.38590046271358,2025-09-06,6.0,Female,44.0,,1.0
C02404,Basic,33.98561594731979,2025-08-03,11.0,Female,63.0,25.0,0.0
C02405,Standard,55.010175408318915,2025-06-07,13.0,Male,22.0,37.0,1.0
C02406,Standard,,2025-06-28,7.0,Female,26.0,13.0,1.0
C02407,Basic,,2025-01-20,8.0,Female,31.0,4.0,1.0
C02408,Basic,58.35176487465952,2025-05-27,,Female,21.0,,1.0
C02409,Premium,46.99996574943295,2025-03-09,10.0,Female,18.0,4.0,0.0
C02410,Basic,66.5247449569737,2025-03-18,5.0,Female,,28.0,1.0
C02411,Standard,52.02002732104347,2025-04-12,6.0,Male,39.0,19.0,1.0
C02412,Basic,40.57114558553476,2025-05-20,,Male,32.0,17.0,0.0
C02413,Basic,,2025-03-14,8.0,Female,,44.0,1.0
C02414,Basic,69.15763847939847,2025-07-26,,Female,68.0,20.0,1.0
C02415,Standard,38.49491649578752,2025-08-01,6.0,Female,49.0,14.0,0.0
C02416,Premium,72.10938437745274,2025-03-20,15.0,Female,48.0,8.0,1.0
C02417,Basic,81.5411436203661,2025-04-23,13.0,Male,59.0,4.0,1.0
C02418,Basic,25.649843250069235,2025-09-10,16.0,Male,40.0,7.0,0.0
C02419,Basic,78.66462482046256,2025-05-13,4.0,Female,34.0,4.0,1.0
C02420,Basic,113.99927455322262,2025-07-16,8.0,Female,51.0,3.0,1.0
C02421,Basic,55.30285362997371,2025-01-25,14.0,Female,22.0,44.0,0.0
C02422,Basic,63.539177207104224,2025-04-11,6.0,Female,64.0,14.0,1.0
C02423,Standard,75.70355607076526,2025-09-02,5.0,Male,59.0,7.0,1.0
C02424,Basic,44.78306611033018,2025-01-31,7.0,Female,47.0,19.0,1.0
C02425,Basic,53.78179864853533,2025-10-17,,Male,67.0,6.0,1.0
C02426,Premium,29.55766773407954,2025-09-13,7.0,Female,73.0,29.0,0.0
C02427,Basic,52.85102025394533,2025-07-25,9.0,Male,62.0,32.0,0.0
C02428,Premium,61.024035044137705,2025-03-09,5.0,Female,70.0,10.0,0.0
C02429,Basic,61.466248211897096,2025-08-03,17.0,Male,47.0,20.0,0.0
C02430,Premium,76.56904592400014,2025-05-02,6.0,Female,31.0,5.0,0.0
C02431,Standard,,2025-02-15,11.0,Male,42.0,18.0,1.0
C02432,Premium,40.40608137644858,2025-03-10,11.0,Female,20.0,14.0,0.0
C02433,Premium,106.72185285215924,2025-01-27,6.0,Female,55.0,,1.0
C02434,Basic,47.08204207010557,2025-06-20,7.0,Male,37.0,0.0,1.0
C02435,Premium,54.165085415864525,2025-09-02,11.0,Female,40.0,18.0,0.0
C02436,Basic,48.67760113882752,2025-10-28,17.0,Male,40.0,56.0,1.0
C02437,Basic,35.99394302179959,2025-10-01,11.0,Female,38.0,32.0,0.0
C02438,Basic,95.7207108906421,2025-10-15,11.0,Male,61.0,19.0,1.0
C02439,Standard,40.48544151245858,2025-09-06,13.0,Male,22.0,,0.0
C02440,Basic,,2025-01-02,13.0,Male,69.0,56.0,0.0
C02441,Standard,41.751145769746785,2025-01-20,13.0,Female,26.0,24.0,0.0
C02442,Standard,22.45112231589243,2025-10-21,,Male,56.0,22.0,1.0
C02443,Standard,38.53273036323768,2025-09-14,,Male,39.0,35.0,0.0
C02444,Premium,33.94601831549713,2025-09-06,8.0,Female,36.0,21.0,1.0
C02445,Basic,64.0071283610731,2025-06-02,11.0,Male,22.0,24.0,1.0
C02446,Basic,38.19319313701166,2025-05-17,12.0,Male,,9.0,1.0
C02447,Basic,71.31770258193363,2025-08-10,5.0,Male,38.0,25.0,0.0
C02448,Basic,87.48056047279785,2025-07-30,13.0,Male,35.0,7.0,1.0
C02449,Basic,68.33985602526943,2025-07-08,6.0,Female,22.0,27.0,1.0
C02450,Basic,45.872586281994096,2025-08-20,6.0,Male,56.0,15.0,0.0
C02451,Basic,52.90346322487945,2025-05-16,11.0,Female,30.0,56.0,1.0
C02452,Premium,27.16770710993418,2025-01-16,10.0,Male,43.0,20.0,0.0
C02453,Standard,47.39474020571363,2025-04-24,12.0,Male,33.0,17.0,0.0
C02454,Basic,35.44023009368997,2025-09-21,10.0,Female,28.0,46.0,0.0
C02455,Standard,66.0065221690966,2025-10-06,7.0,Male,20.0,17.0,1.0
C02456,Basic,139.92743420523865,2025-03-14,6.0,Female,,36.0,1.0
C02457,Basic,61.065780977163335,2025-08-12,10.0,Female,66.0,38.0,1.0
C02458,Standard,22.5462092103536,2025-02-03,12.0,Female,26.0,15.0,1.0
C02459,Basic,43.2730884643046,2025-09-02,,Female,47.0,4.0,0.0
C02460,Basic,52.510826930218876,2025-08-26,5.0,Male,68.0,14.0,1.0
C02461,Premium,51.77803245997708,2025-01-18,5.0,Male,62.0,84.0,1.0
C02462,Premium,,2025-12-31,8.0,Male,29.0,17.0,1.0
C02463,Standard,55.15457525637665,2025-02-13,12.0,Female,71.0,39.0,0.0
C02464,Standard,30.417639007712378,2025-05-23,14.0,Male,66.0,,0.0
C02465,Standard,34.26277597613413,2025-01-15,7.0,Female,30.0,18.0,0.0
C02466,Basic,,2025-04-03,8.0,Male,38.0,27.0,0.0
C02467,Basic,33.30667119394235,2025-10-06,14.0,Male,60.0,18.0,0.0
C02468,Basic,62.01074321062867,2025-08-03,9.0,Female,59.0,30.0,1.0
C02469,Basic,288.63835896570015,2025-09-06,11.0,Male,,16.0,1.0
C02470,Standard,,2025-03-12,,Female,44.0,6.0,1.0
C02471,Basic,36.68305883892568,2025-04-19,14.0,Female,22.0,,0.0
C02472,Premium,,2025-10-15,11.0,Female,34.0,29.0,0.0
C02473,Premium,57.06941362677892,2025-06-09,13.0,Male,72.0,11.0,1.0
C02474,Standard,39.88032220514434,2025-10-16,5.0,Female,38.0,25.0,0.0
C02475,Standard,52.951976014869956,2025-06-20,12.0,Female,18.0,6.0,1.0
C02476,Premium,,2025-01-13,,Female,33.0,21.0,0.0
C02477,Basic,73.42528058278218,2025-08-08,6.0,Male,57.0,46.0,1.0
C02478,Standard,,2025-07-04,10.0,Male,39.0,12.0,1.0
C02479,Basic,46.67920702970881,2025-11-19,11.0,Female,40.0,41.0,0.0
C02480,Standard,47.15171095042012,2025-07-28,7.0,Male,37.0,8.0,0.0
C02481,Basic,127.9534375550172,2025-10-15,12.0,Male,66.0,35.0,1.0
C02482,Premium,73.11098526789804,2025-11-25,11.0,Female,25.0,27.0,1.0
C02483,Premium,,2025-12-27,7.0,Female,63.0,3.0,0.0
C02484,Basic,52.040292324595875,2025-04-16,9.0,Male,66.0,22.0,1.0
C02485,Basic,43.72699954677689,2025-07-31,10.0,Female,58.0,5.0,0.0
C02486,Premium,,2025-11-21,8.0,Male,55.0,21.0,0.0
C02487,Basic,30.576292150397396,2025-08-20,9.0,Male,70.0,41.0,0.0
C02488,Premium,42.404467051376685,2025-08-01,4.0,Female,47.0,16.0,1.0
C02489,Standard,103.19757087172019,2025-11-21,6.0,Female,19.0,12.0,1.0
C02490,Basic,63.03269284114903,2025-07-15,6.0,Female,73.0,34.0,0.0
C02491,Basic,18.459117874771305,2025-09-06,12.0,Female,74.0,20.0,0.0
C02492,Basic,,2025-11-13,10.0,Male,49.0,21.0,1.0
C02493,Standard,,2025-09-21,10.0,Male,36.0,,0.0
C02494,Basic,43.30676609716911,2025-08-05,11.0,Male,30.0,36.0,0.0
C02495,Standard,,2025-09-20,10.0,Male,59.0,57.0,1.0
C02496,Basic,35.45496576272934,2025-06-19,,Female,41.0,7.0,0.0
C02497,Standard,41.42649777317813,2025-06-05,13.0,Female,27.0,2.0,0.0
C02498,Premium,254.0170861347467,2025-03-11,14.0,Female,64.0,32.0,1.0
C02499,Premium,44.85033193497758,2025-08-22,9.0,Male,22.0,16.0,1.0
C02500,Basic,23.668151850391844,2025-02-23,11.0,Female,44.0,17.0,0.0
C02501,Premium,48.74983029529344,2025-06-19,11.0,Male,69.0,16.0,1.0
C02502,Standard,48.452679840006866,,10.0,Female,42.0,9.0,1.0
C02503,Standard,80.75100704556662,2025-11-18,10.0,Female,24.0,30.0,1.0
C02504,Premium,50.28755214929819,2025-09-16,6.0,Male,62.0,7.0,0.0
C02505,Basic,42.24094793765443,2025-09-08,5.0,Female,44.0,30.0,1.0
C02506,Basic,75.94773934231338,2025-01-13,17.0,Male,69.0,9.0,1.0
C02507,Premium,52.47511716221215,2025-06-08,12.0,Male,38.0,2.0,1.0
C02508,Basic,37.04057497726721,2025-01-29,9.0,Female,60.0,17.0,0.0
C02509,Premium,79.3621877209404,2025-02-26,12.0,Female,45.0,,1.0
C02510,Premium,54.027204742670705,2025-06-10,10.0,Female,,28.0,1.0
C02511,Basic,50.05855359207671,2025-09-23,16.0,Male,51.0,18.0,1.0
C02512,Premium,53.687830836726754,2025-08-18,,Female,38.0,,0.0
C02513,Basic,32.58185886216923,2025-11-15,6.0,Male,64.0,9.0,1.0
C02514,Standard,40.486212941431084,2025-11-25,12.0,Female,44.0,12.0,1.0
C02515,Standard,50.07170340133219,2025-07-12,12.0,Male,32.0,21.0,1.0
C02516,Premium,46.25444314842627,2025-04-18,10.0,Female,68.0,5.0,1.0
C02517,Basic,,2025-12-23,9.0,Female,22.0,14.0,1.0
C02518,Basic,54.542779925640644,2025-12-18,9.0,Female,34.0,22.0,1.0
C02519,Standard,70.38530984972455,2025-12-19,12.0,Male,25.0,6.0,1.0
C02520,Standard,50.18826062500501,2025-09-15,9.0,Male,74.0,5.0,1.0
C02521,Standard,76.28973533705691,2025-04-20,12.0,Male,74.0,60.0,1.0
C02522,Basic,58.61754813932826,2025-05-10,,Male,65.0,11.0,0.0
C02523,Basic,50.269131436363246,2025-05-03,11.0,Female,64.0,48.0,1.0
C02524,Basic,49.735042734327756,2025-04-26,8.0,Male,41.0,9.0,1.0
C02525,Premium,34.13241621624941,2025-08-18,9.0,Female,35.0,5.0,0.0
C02526,Basic,61.23930938162495,2025-10-20,8.0,Female,67.0,15.0,1.0
C02527,Basic,49.20233647075119,2025-08-21,11.0,Female,64.0,5.0,1.0
C02528,Premium,40.90393306384788,2025-11-13,10.0,Male,59.0,44.0,0.0
C02529,Basic,77.83628524276999,2025-08-22,16.0,Male,22.0,,1.0
C02530,Premium,,2025-10-23,8.0,Female,71.0,20.0,0.0
C02531,Standard,,2025-07-10,14.0,Female,33.0,10.0,0.0
C02532,Premium,75.4228670032287,2025-01-25,19.0,Female,38.0,28.0,1.0
C02533,Basic,56.72597290621184,2025-06-15,10.0,Male,29.0,35.0,1.0
C02534,Basic,49.05192516962528,2025-10-20,19.0,Female,34.0,13.0,0.0
C02535,Standard,55.28073209053513,2025-07-29,15.0,Female,61.0,35.0,1.0
C02536,Premium,53.72017739408183,2025-01-27,6.0,Male,50.0,19.0,1.0
C02537,Standard,27.25829795633116,2025-12-06,9.0,Female,28.0,6.0,0.0
C02538,,43.48074738570663,2025-06-27,6.0,Female,57.0,,0.0
C02539,Standard,95.45277926401909,2025-02-13,8.0,Female,54.0,18.0,1.0
C02540,Standard,38.409059318334165,2025-03-13,10.0,Female,,4.0,0.0
C02541,Standard,44.02257628813622,2025-08-10,10.0,Male,28.0,21.0,0.0
C02542,Standard,40.26065543382034,2025-11-07,11.0,,45.0,15.0,0.0
C02543,Premium,48.28963378043228,2025-08-16,7.0,Male,60.0,21.0,1.0
C02544,Standard,39.59781234409397,2025-11-25,9.0,Female,47.0,34.0,0.0
C02545,Basic,60.74711590575883,2025-08-21,11.0,Female,63.0,11.0,1.0
C02546,Basic,54.106177733701266,2025-09-25,9.0,Male,31.0,12.0,1.0
C02547,Basic,68.13166284776693,2025-09-11,11.0,Male,68.0,11.0,0.0
C02548,Basic,,2025-06-12,12.0,Female,60.0,9.0,0.0
C02549,Basic,43.63618826965064,2025-01-06,10.0,Female,,11.0,1.0
C02550,Basic,45.68335246106809,2025-02-16,10.0,Male,49.0,20.0,0.0
C02551,Basic,59.99623255277444,2025-03-09,11.0,Female,44.0,19.0,1.0
C02552,Basic,36.406033869304835,2025-09-11,11.0,Female,51.0,8.0,0.0
C02553,Premium,72.11661972801332,2025-02-28,16.0,Female,25.0,39.0,1.0
C02554,Premium,80.36584252006223,2025-04-29,12.0,Male,60.0,14.0,0.0
C02555,Basic,33.66551657240376,2025-07-05,12.0,Male,50.0,58.0,0.0
C02556,Premium,41.08626363328986,2025-02-17,7.0,Male,54.0,10.0,0.0
C02557,Standard,40.41699650688637,2025-07-10,10.0,Male,72.0,20.0,0.0
C02558,Basic,143.30532404713736,2025-09-22,7.0,Female,38.0,25.0,1.0
C02559,Basic,42.10064087872313,2025-06-21,11.0,Male,64.0,9.0,1.0
C02560,Standard,97.81453467337086,2025-02-15,11.0,Female,68.0,67.0,1.0
C02561,Standard,30.12544632249358,2025-05-23,10.0,Female,46.0,26.0,1.0
C02562,Standard,33.655033167009556,2025-09-03,8.0,Female,33.0,9.0,1.0
C02563,Basic,,2025-08-04,,Male,21.0,14.0,0.0
C02564,Basic,35.64993347677819,2025-06-25,13.0,Male,61.0,25.0,0.0
C02565,Basic,44.91911876334524,2025-11-24,9.0,Female,42.0,40.0,1.0
C02566,Basic,37.65673129568495,2025-05-25,7.0,Male,22.0,20.0,0.0
C02567,Basic,36.027638079402934,2025-02-04,9.0,Female,36.0,8.0,1.0
C02568,Basic,79.47255993406664,2025-05-12,15.0,Female,60.0,10.0,1.0
C02569,Premium,81.57643670780142,2025-10-31,9.0,Male,56.0,31.0,1.0
C02570,Premium,,2025-06-02,11.0,Female,23.0,82.0,1.0
C02571,Basic,61.659208611549445,2025-10-29,,Male,47.0,31.0,1.0
C02572,Premium,51.88969584040837,2025-02-17,8.0,Female,,21.0,1.0
C02573,Basic,40.985187837012916,2025-06-17,10.0,Male,30.0,16.0,1.0
C02574,Basic,34.149911808056814,2025-06-27,11.0,Female,64.0,10.0,1.0
C02575,Basic,57.81344070539921,2025-09-20,10.0,Female,20.0,8.0,0.0
C02576,Standard,31.267238259868154,2025-04-05,18.0,Male,52.0,34.0,1.0
C02577,Premium,33.597599929828064,2025-11-12,12.0,,21.0,,1.0
C02578,Standard,79.29604931446674,2025-10-18,6.0,Female,27.0,28.0,1.0
C02579,Basic,106.9415712378013,2025-08-18,,Male,,12.0,1.0
C02580,Standard,,2025-07-10,14.0,Female,23.0,21.0,0.0
C02581,Basic,77.83614144760689,2025-05-24,9.0,Female,18.0,17.0,1.0
C02582,Premium,45.3170652756407,2025-06-13,9.0,Female,18.0,14.0,0.0
C02583,Standard,29.28142426947018,2025-01-19,6.0,Female,24.0,15.0,0.0
C02584,Basic,63.872675270270804,2025-03-09,13.0,Male,33.0,13.0,1.0
C02585,Standard,,2025-04-08,11.0,Male,41.0,7.0,0.0
C02586,Standard,51.45411434832364,2025-01-07,14.0,Male,21.0,7.0,0.0
C02587,Basic,45.38006093786624,2025-10-30,3.0,Female,33.0,18.0,1.0
C02588,Standard,73.47220980720277,2025-06-26,11.0,Female,24.0,33.0,1.0
C02589,Basic,33.70781778000126,2025-07-25,13.0,Female,67.0,5.0,0.0
C02590,Standard,36.69023978845072,2025-10-26,9.0,Female,42.0,44.0,1.0
C02591,Premium,33.40749923332781,2025-10-15,10.0,Female,32.0,,0.0
C02592,Premium,51.7286708906155,2025-08-17,7.0,Male,,56.0,1.0
C02593,Standard,32.3581460967418,2025-04-29,11.0,Female,28.0,15.0,0.0
C02594,Standard,38.02812939905652,2025-09-27,12.0,Female,24.0,30.0,0.0
C02595,Basic,37.702287934762666,2025-03-22,16.0,Female,70.0,12.0,
C02596,Standard,45.05030131523939,2025-06-09,6.0,Female,56.0,40.0,
C02597,Basic,27.579513341442272,2025-07-07,17.0,Female,40.0,13.0,0.0
C02598,Basic,51.77487547927649,2025-07-07,13.0,Female,20.0,6.0,1.0
C02599,Basic,82.34720089451717,2025-11-04,9.0,Female,24.0,12.0,1.0
C02600,Basic,52.78460384547945,2025-07-13,14.0,Male,20.0,26.0,1.0
C02601,Standard,92.624294175405,2025-09-17,15.0,Male,29.0,47.0,1.0
C02602,Basic,85.25291249795389,2025-07-10,14.0,Male,20.0,6.0,1.0
C02603,Standard,68.24587715992753,2025-10-16,9.0,Female,24.0,19.0,1.0
C02604,Basic,51.516252606877096,2025-04-16,9.0,Female,40.0,,0.0
C02605,Basic,50.4520389238024,2025-05-09,11.0,Male,55.0,42.0,0.0
C02606,Standard,67.86652539319806,2025-04-07,14.0,Male,32.0,22.0,1.0
C02607,Basic,42.749382961374,2025-03-05,6.0,Female,40.0,15.0,1.0
C02608,Basic,23.54738337249597,2025-05-08,10.0,Male,59.0,17.0,1.0
C02609,Standard,60.8751245300802,2025-08-11,9.0,Female,22.0,12.0,0.0
C02610,Basic,31.804110850329305,2025-10-20,11.0,Female,58.0,,0.0
C02611,Premium,34.02741469071106,2025-11-22,15.0,Female,66.0,12.0,1.0
C02612,Basic,204.7260980651285,2025-04-14,11.0,Female,70.0,17.0,1.0
C02613,Basic,48.133242679875664,2025-06-01,12.0,Male,46.0,17.0,1.0
C02614,Standard,28.4228319165042,2025-04-24,8.0,Female,36.0,38.0,0.0
C02615,Basic,53.42183892965687,2025-02-24,11.0,Female,41.0,18.0,1.0
C02616,Basic,73.58777193708819,2025-05-01,9.0,Male,40.0,12.0,1.0
